symbol,name,industry,supersector,sector,subsector,listing_date,issue_share,listed_value,market_cap
VID,Vien Dong Investment Development Trading Corporation,Basic Materials,Basic Resources,Forestry & Paper,Paper,2006-12-25,40836069.0,40836069.0,209080673280.0
VIE,VITECO Vietnam Telecommunications Technology Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2011-05-06,2061244.0,2061244.0,17208229600.0
VIF,VietNam Forestry Corporation - Joint Stock Company,Basic Materials,Basic Resources,Forestry & Paper,Forestry,2017-01-12,350000000.0,350000000.0,4340000000000.0
VIG,Vietnam Industrial & Commercial Securities Joint Stock Company,Financials,Financial Services,Financial Services,Investment Services,2009-12-01,45133300.0,45133300.0,270799800000.0
VIH,Viglacera Ha Noi Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-04-24,5600000.0,5600000.0,77280000000.0
VIM,Viglacera Mineral Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2017-01-24,1250000.0,1250000.0,30750000000.0
VIN,VINATRANS,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2014-09-04,25500000.0,25500000.0,433500000000.0
VIP,Vietnam Petroleum Transport Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2006-12-21,68470941.0,68470941.0,797686462650.0
VIR,VungTau Intourco Resort Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,2010-07-01,8240000.0,8240000.0,57680000000.0
VIT,Viglacera Tien Son Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2009-11-03,50000000.0,50000000.0,969993481600.0
VIW,Vietnam Water and Environment Investment Corporation - JSC,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2018-01-05,58018600.0,58018600.0,684619480000.0
VIX,VIX Securities Joint Stock Company,Financials,Financial Services,Financial Services,Investment Services,2009-12-29,582139189.0,582139189.0,4802648309250.0
VJC,VietJet Aviation Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines,2017-02-28,541611334.0,541611334.0,55244356068000.0
VKC,VKC Holdings Joint Stock Company,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Tires,2010-12-08,20000000.0,20000000.0,25062700000.0
VKP,Viky Plastic Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2008-03-31,8000000.0,8000000.0,4000000000.0
VLA,Van Lang Technology Development and Investment Joint Stock Company,Technology,Technology,Software & Computer Services,Software,2010-08-04,1997998.0,1997998.0,107891892000.0
VLB,Bien Hoa Building Materials Production and Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2016-09-22,47000000.0,47000000.0,1396252224960.0
VLC,Vietnam LiveStock Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2015-10-26,172346173.0,172346173.0,2573817747582.0
VLF,VinhLong Cereal and Food Corporation,Consumer Goods,Food & Beverage,Food Producers,Food Products,2010-12-21,11959982.0,11959982.0,11959982000.0
VLG,VIMC Logistics Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2015-09-18,14212130.0,14212130.0,41438392380.0
VLP,Vinh Long Public Works Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2017-07-18,3536222.0,3536222.0,2121733200.0
VLW,Vinh Long Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-07-17,28900000.0,28900000.0,505750000000.0
VMA,Vinacomin Motor Industry Joint Stock Company,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,2015-08-28,2700000.0,2700000.0,15660000000.0
VMC,Vimeco Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2006-12-11,21599583.0,21599583.0,185756413800.0
VMD,Vimedimex Medi - Pharma Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2010-09-30,15440268.0,15440268.0,393726834000.0
VMG,Vung Tau Petroleum Trading and Services Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2017-10-11,9600000.0,9600000.0,39360000000.0
VMS,Vietnam Maritime Development Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2015-10-20,9000000.0,9000000.0,151199966400.0
VMT,Central Freight Forwarding Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2023-01-06,3150000.0,3150000.0,111825000000.0
VNA,Vinaship Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2008-09-09,20000000.0,20000000.0,603160000000.0
VNB,Vietnam Books Joint Stock Company,Consumer Services,Media,Media,Publishing,2016-07-15,67909960.0,67909960.0,509212200000.0
VNC,Vinacontrol Group Corporation,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2006-12-21,10499955.0,10499955.0,377984160000.0
VND,VNDIRECT Securities Corporation,Financials,Financial Services,Financial Services,Investment Services,2010-03-30,1217844009.0,1217844009.0,19728705562200.0
VNE,Vietnam Electricity Construction Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2007-08-09,90432953.0,90432953.0,786566716800.0
VNF,Vinafreight Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2010-12-01,31715880.0,31715880.0,285303420000.0
VNG,Thanh Thanh Cong Tourism Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,2009-12-17,97276608.0,97276608.0,864789045120.0
VNH,Viet Viet Nhat Investment Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2010-04-08,8023071.0,8023071.0,15259881042.0
VNI,Vietnam Land Investment Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2009-09-09,10559996.0,10559996.0,88036846000.0
VNL,Vinalink Logistics Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2009-08-17,9427000.0,9427000.0,180055700000.0
VNM,Vietnam Dairy Products Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2006-01-19,2089955445.0,2089955445.0,155074694019000.0
VNP,Vietnam Plastic Corporation,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2015-08-18,19428913.0,19428913.0,204139588891.0
VNR,Viet Nam National Reinsurance Corporation,Financials,Insurance,Nonlife Insurance,Reinsurance,2006-03-13,150737130.0,150737130.0,3512175129000.0
VNS,Vietnam Sun Corporation,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2008-07-29,67859192.0,67859192.0,1173964021600.0
VNT,Foreign Trade Forwarding and Transportation Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2009-08-14,11949005.0,11949005.0,1011961097600.0
VNX,Vietnam National Trade Fair And Advertising Company,Consumer Services,Media,Media,Media Agencies,2010-06-10,1224948.0,1224948.0,40423284000.0
VNY,Vietnam Vererinary Products Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2018-08-03,14249969.0,14249969.0,59849815200.0
VNZ,VNG Corporation,Consumer Services,Media,Media,Broadcasting & Entertainment,2023-01-05,35844262.0,35844262.0,21386768000000.0
VOC,Vietnam Vegetable Oils Industry Corporation - Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2016-09-19,121800000.0,121800000.0,2938790400000.0
VOS,Vietnam Ocean Shipping Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2010-09-08,140000000.0,140000000.0,1421000000000.0
VPA,VP Petrochemical Transport Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2016-01-27,15076177.0,15076177.0,45228531000.0
VPB,Vietnam Prosperity Joint Stock Commercial Bank,Banks,Banks,Banks,Banks,2017-08-17,6743423601.0,6743423601.0,143662565621400.0
VPC,Vietnam Power Investment and Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-10-07,5625000.0,5625000.0,25312500000.0
VPD,Vietnam Power Development Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2016-04-12,106589629.0,106589629.0,2995168574900.0
VPG,Viet Phat Import Export Trading Investment Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2018-01-18,80198336.0,80198336.0,994459366400.0
VPH,Van Phat Hung Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2009-09-09,95357800.0,95357800.0,395734870000.0
VPI,Van Phu - Invest Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-11-28,241999617.0,241999617.0,13576178513700.0
VPR,VINAPRINT Corporation,Consumer Services,Media,Media,Publishing,2016-12-20,4575985.0,4575985.0,132245966500.0
VPS,Vietnam Pesticide Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-08-19,24460792.0,24460792.0,226996149760.0
VPW,Vinhphuc No1 Water Supply and Drainage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-11-13,11168676.0,11168676.0,71479526400.0
VQC,VINACOMIN QUACONTROL Joint-stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2010-02-26,3599580.0,3599580.0,60112986000.0
VRC,VRC Real Estate and Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-07-26,50000000.0,50000000.0,408000000000.0
VRE,Vincom Retail Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-11-06,2328818410.0,2328818410.0,66919777174500.0
VRG,Viet Nam Rubber Urban and Industrial Zone development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2014-11-10,25894868.0,25894868.0,614666481716.0
VSA,Vietnam Ocean Shipping Agency Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2015-12-22,14096486.0,14096486.0,321399880800.0
VSC,Viet Nam Container Shipping Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2008-01-09,121269397.0,121269397.0,3577447211500.0
VSE,Vietnam Expressway Services Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2018-10-10,8937250.0,8937250.0,53829056750.0
VSF,Vietnam Southern Food Corporation - Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2018-04-23,500000000.0,500000000.0,3361000000000.0
VSG,Southern Vietnam Container Shipping Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2008-12-30,11044000.0,11044000.0,17670400000.0
VSH,Vinh Son - Song Hinh Hydropower Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2006-07-18,236241246.0,236241246.0,9378777466200.0
VSI,Water Supply Sewerage Construction and Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-12-24,13200000.0,13200000.0,230999947500.0
VSM,Central Container Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-07-17,3354996.0,3354996.0,74480911200.0
VSN,VISSAN Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2016-10-21,80914300.0,80914300.0,2014751130000.0
VST,Viet Nam Sea Transport and Chartering Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2009-02-26,62999337.0,62999337.0,160798408800.0
VTA,Vitaly Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-12-29,8000000.0,8000000.0,35200000000.0
VTB,Viettronics Tan Binh Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2006-12-27,11982050.0,11982050.0,130734692000.0
VTC,VTC Telecommunications Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2003-01-24,4534696.0,4534696.0,58878859000.0
VTD,Vietourist Holdings Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2019-11-06,12000000.0,12000000.0,135252000000.0
VTE,VINACAP Kim Long Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2018-06-05,15600000.0,15600000.0,134160000000.0
VTG,Ba Ria - Vung tau Tourist Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2015-12-25,18644500.0,18644500.0,326278750000.0
VTH,Viet Thai Electric Cable Corporation,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2014-10-29,7899989.0,7899989.0,50559929600.0
VTI,Textile - Garment Import - Export and Production Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2010-12-17,3500000.0,3500000.0,26534530600.0
VTJ,VI NA TA BA Trading & Investment Joint Stock Company,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco,2014-12-29,11400000.0,11400000.0,34200000000.0
VTK,Viettel Consultancy and Services Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2018-12-18,4933723.0,4933723.0,168144151500.0
VTL,Thang Long Wine Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners,2005-07-14,5059992.0,5059992.0,69827889600.0
VTM,Vinacomin - Transportation and Miner Commuting Service Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2015-12-29,3279797.0,3279797.0,71499574600.0
VTO,Vietnam Tanker Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2007-10-09,79866666.0,79866666.0,802659993300.0
VTP,Viettel Post Joint Stock Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Delivery Services,2018-11-23,113217237.0,113217237.0,3165365200233.0
VTQ,Viet Trung Quang Binh Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2021-05-17,17081791.0,17081791.0,468041073400.0
VTR,Vietnam Travel and Marketing Transports Joint stock Company - Vietravel,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2019-09-27,29294833.0,29294833.0,742248597300.0
VTS,Tu Son Brick Tile Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-09-20,2000205.0,2000205.0,64000000000.0
VTV,VICEM Energy And Environment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-12-18,31199825.0,31199825.0,149759160000.0
VTX,VIETRANSTIMEX Multimodal Transport Holding Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2014-05-15,20972321.0,20972321.0,377501778000.0
